0,1,2
0.5862886040228038,-0.07335511102801257,-0.05861976187454235
-0.04663964017851805,0.20900057445934628,0.3781679431744348
4.20006945376748,0.16268265644242252,0.4757277640771651
-0.8848938555657564,0.31010701723961637,0.24624361850270676
-0.02069470303287384,0.0463945120325313,0.4055714216330908
-0.5191846554636041,-0.05805404595560209,-0.06732571073253647
1.0301154050656305,-0.011146839371431294,0.2137878153274872
-0.2916521883841245,0.11333449771567347,-0.0061973775957840874
0.8602721344653176,0.2186165265731994,-1.2341919528211487
2.5856166672740053,0.0436449952650671,0.14568410532622608
1.2905676846691485,-0.11181324926142808,-0.43054074770402745
-0.6039363059334328,-0.2150648986465367,0.22927197487803633
-1.2804672336921659,-0.01627305757303129,0.1276520474819514
-2.5450870130692205,0.13715090165710206,0.1573677923269275
0.31493149249259145,0.14027824794670357,0.48281457251339915
-2.1283790748967646,0.13447222674312415,0.49542880792249383
0.025544417616628352,-0.028016245040950554,-0.030250365250409483
-1.3834189506731753,-0.029261455867617494,0.10801742021974749
2.1421150174455215,0.03270106512155949,-0.2798995633222247
2.744870181837677,0.14308904188282257,-0.060550153556471545
-0.2290499120325444,-0.00725044089783466,-0.21234980096388906
1.1383516477185034,0.27799950962093134,0.11861015293595453
-2.257297894905525,-0.02556254927402385,0.036876972361910176
0.4082089003151438,-0.25871175721440487,-0.027973256533304982
0.20851406430394578,-0.11181503476667787,-0.0923407060313278
-1.1754348727263115,-0.1010658574433,0.12657793232688583
1.6636017552638984,-0.010597993562484313,-0.11369265626303204
-0.4542878244520076,-0.2111373168141338,0.05826782525004698
0.7140377391620712,-0.018351863823910835,0.08454106219676569
-1.364143695139857,0.3783756439398543,-1.0047983405792091
